id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
111;Willow;Thailand;Laem Sing;82174 Caliangt Park;12.4680818;102.100396;26;true;true;France;27290034717652723263697640614132568270485754070665850329807607166134784760867866 83299521116335083089533;17998305954940296891080182326525159794030197140164976481137973694057860384748901 12056180554732217502700;
112;Nikkie;Peru;Yuracyacu;04097 Wayridge Terrace;-5.9317384;-77.2261452;40;false;false;Azerbaijan;03079287976925253670474711723712956503419822728204415818110643033161807311523988 54292994143933961675703;80024805115510657281800293169761536160067466429598500122673347174678724061039836 84666345064042374797385;
113;Charla;Tajikistan;Vahdat;0 Florence Point;38.560256;69.0165511;7;false;false;Thailand;60487748783165679118097727085083345274331276122631459762578404200128591519365767 58919430052771468780351;53288223358242354035227914042898573829850722319653355794224755493445064775257129 34158591156827993099837;
114;Saudra;Vietnam;Mỹ Tho;87 Westridge Trail;10.3765284;106.3438891;79;true;true;Portugal;85916731798491975388608917779710975626845267756624668843693346218026023204411431 53757600372927080580274;37968647925211936413819599233665444383587624804078494383583397929124888935773184 81931259908951917225823;
115;Emanuel;Botswana;Molepolole;54552 7th Terrace;-24.3965818;25.4970466;5;true;false;Chad;30155635363156254901670292003422169010342625448034156212402606848900299162080855 37266673664724329350667;09542244989854607220435791338147134763770588339005047093982613541848681619983966 50855089279567873883004;
116;Tris;Brazil;Ubá;53 Golden Leaf Park;-21.120123;-42.9426188;23;false;false;Mongolia;22300631719173980777539860080206813537479367721940371695608661408299064166281945 04693516248197717973064;93610412084782072745789543748908016172223812150597575182488560864328731294423904 65790154950917392544928;
117;Bernice;Colombia;Isnos;244 Kennedy Lane;1.932389;-76.214046;22;false;true;Macedonia;81875050061070389120170604703234727701995083432060971477964753098156649644383193 05483858816702094907467;35977546368170438428836411515556265151534297955194469459468170554881810030563177 98902139239511243097161;
118;Mitchell;Mauritius;Chamouny;7890 Bellgrove Pass;-20.4780364;57.4796981;79;true;false;Sri Lanka;90668152962696433775060502109606573287831509062719906036699681751434777124879633 61328299690641458339996;67036215690658210206840205232823883057168370602404634722264453348522718088893463 51820665394492441074531;
119;Maible;China;Xijiao;9359 Fairview Junction;39.9947462;116.3397725;17;false;false;Russia;55920419724507414353288706323909888140810158601669428535547471594653348796585348 99904588726661210049048;23770505763362638755258418141302068874168146937097182068315870201029154430697564 60764153984453613641667;
120;Sashenka;Indonesia;Warmare;5936 Village Green Drive;-0.970213;133.9246009;47;true;true;Philippines;09678993693711470474243380778495812178901104796394230978695359277442490214870716 87007567059828109548478;94259005464822324340305443022797758869022401176807465442350443161861762867212281 87936698187449874119203;
121;Toddy;Portugal;Fornos;5919 Sundown Terrace;40.9785232;-8.4816505;48;true;true;Japan;26948353760062353422768162680080646577975900854710347590696613991541744020897629 72817511180311439111760;18699349449577425856286555117657447925298583153252612064465315592914813338748772 77743248164077596364478;
122;Charlot;Argentina;Comodoro Rivadavia;73718 Browning Terrace;-45.8405005;-67.4686475;43;true;true;Philippines;78885721154926165374575303418499080195029171624653910766345063979220328916026464 13343130417894658818662;03297387263128014754292826777567238453324150665787277115669676845875514870564748 05854384928067133871337;
123;Chelsy;France;Versailles;46 Gale Alley;48.8048649;2.1203554;26;false;false;Brazil;66344958573360246161486066089231905195861819069389426759801390212472045902456526 98914009975073809156291;59277628212816449320136564078011279616548624185582811654147053038885527284708750 75900422170389689526331;
124;Ailis;Portugal;Castelo;1 Barby Place;39.6048507;-7.9965492;87;false;true;France;34700791024589261522561719659078261419764096426943996785044274888837605220691476 28347550438158766335844;80326288261713520085637764937397939351041556695557106416231659729953145320776100 51376589701354254010315;
125;Jolie;Kazakhstan;Ekibastuz;2 Spaight Hill;51.725198;75.3150685;32;true;false;China;16830337025329264841337017802555843787780516944649365806395130071994181833106704 65072924713913269313922;07636798653728408071438976676918165749050034427284269575950149240615605409756085 58045439905053226389112;
126;Fay;Ivory Coast;Korhogo;432 Eagle Crest Parkway;9.4669337;-5.6142558;95;true;false;Indonesia;77320645886192737464434463525863637863836565783937050476672341095776560052586431 10304776419083113620449;58198389905482140412188886412021033214757907779179389174892002794426653130772654 42891778490440125753887;
127;Munroe;France;Strasbourg;70 Southridge Plaza;48.5851876;7.7342943;82;false;false;Portugal;98427964541963655448621636765866033182323764431561671120552810280099098993760370 88492513551213855469738;99242703482863696086898863821632598043954800117479644678223259620997793395219049 21752008788915147683490;
128;Ashli;China;Laotai;72129 Transport Center;29.3781872;121.9194335;53;false;false;Argentina;49419180855743820621091137852521439492891481509520358544334723268560611281731711 23696815188429243552632;22429490502152318110611068998683966707944244535695753060997677007000937750137877 24144055703905808944964;
129;Carree;Indonesia;Muarapinang;490 Mayer Center;-3.8246952;103.1048449;60;true;false;Poland;80675111197820774967108201642189921881796591134384833792992906324244544516299986 32979317869463788098755;55775394152240493931073994455106471661935478401048148971229395528852920905817134 12773074729514152577242;
130;Vi;Mauritius;Le Hochet;6711 Moland Trail;-20.1379319;57.527801;36;true;false;Indonesia;03958212833935004641775838529588401670339299938206784032813873787543758789361065 85053825785728154744016;83693137567970548814569933071955872068763757270828610144593992269362569314427412 69859367852650729396283;
131;Simone;Indonesia;Kolaka;7748 Lerdahl Way;-4.0447102;121.6511258;32;true;false;Peru;29913975066941271016286179574847944697643419056180016564052765920212889286484414 77401897646760844216627;52650722800772439391983045493509177876251462757680700641393867541963003504960279 81639859230370936014967;
132;Nerte;China;Yanxi;5 Lillian Place;28.127664;110.90203;43;false;false;Slovenia;99360895833352390921445094758882763157990935158204346763252902818368474503666060 22784855814154423094588;03202882039453247706235746659939828887409204488771086233023715526044630941665676 56524267419550058158854;
133;Danita;China;Shuangmiao;257 Troy Pass;35.708631;114.617827;66;false;true;China;90040078519645850253472080408858455025840881495860906139163133681497586008757692 34377314212269486230991;26120049709935872420316832353564734074946563126472339872571452754775141795021441 80498382858415823860750;
134;Corena;Vietnam;Thành Phố Thái Bình;91217 Portage Parkway;20.4463471;106.3365828;44;false;false;China;69468837670686113299453604531088454645250888442548212780209919051441948782828503 16807241345683387115037;47781021148529525505721681595415369984452473335415102273036726954840880201212457 02845299313193730947336;
135;Den;Dominican Republic;San Pedro de Macorís;07600 Utah Avenue;18.4581133;-69.3044885;97;false;false;Indonesia;10462612926517775879788139551166167341624859448730592555098475150482483691255948 31267834809602524785036;78373235022338919669721273945044105649106543732762745405164018092225677207478538 95776343980890313956266;
136;Dulsea;China;Dianqian;76365 Thompson Lane;24.5306908;118.109506;22;false;false;Ukraine;39510051208952924396095315950379881989761474438705741641590822503904069542318043 75693577695053288843581;65860853785544020412162793166880861934670953495355670569609014369250156510317767 89420183643278103415769;
137;Pepito;Niger;Alaghsas;57 Redwing Crossing;17.0187;8.0168;23;false;false;Philippines;94570276879521791732191148303703475282849059730735581827017794232503438843158199 36320099285283924876465;15365786058599702880431139011742948447743792729748261932823569511603972724659263 15141927846720853265622;
138;Huey;Portugal;Arganil;3690 Meadow Vale Lane;40.2187855;-8.0537529;50;false;false;Portugal;25678216065189222562525728841447917484451181042857678537923564923184719154622189 88455518867968337663863;65794480515059130945771203817508574280184821311926060563826350962469016455441145 02217522102514464735314;
139;Kali;Canada;Saint-Eustache;2 Golf Course Way;45.559393;-73.907613;2;false;true;Sweden;73992824727672618378274759995017445298772100285571882092268768124770472216903281 14825993782549670610516;30706254467249542901111775613824255910824478710839199565796012656059460598350276 02129869081946030805394;
140;Hadleigh;Indonesia;Kadengan;31464 Manitowish Hill;-7.1765737;111.3828738;5;false;true;Poland;35912703430749422898691930969864386274397287503102459275593126511990804601205021 84983793702203404468925;78245909850877213358537660092631224527232345208130210925691688326175345892431752 44721981772312059387492;
141;Merola;South Africa;Brits;3 Annamark Junction;-25.1598678;27.6889503;64;true;true;Indonesia;09852681836088267369281738299519450380320289410853194784514947962534994093561836 20988779864014617356911;41141376086650477155954545844694001153512443329987015784997617726975196414440876 51823512194717205676876;
142;Juli;Tunisia;Chebba;346 Manufacturers Road;35.23369;11.1107854;16;true;true;Syria;07774535288537503509631219320542438247063885834981062688155357340791312004994564 13260746028188049837372;38760804731358541254883980507242449777918851458152129044782139405067768871244831 79937762823431732070603;
143;Beale;China;Huangcun;1870 Wayridge Center;23.131797;113.407143;16;true;false;China;99407283318624464800513851582133617850045573374611448617460994447411303668767414 80359764504517572014095;07652879913561353914980155747764297454027849539869924298225418471136098366682276 05315763611561858112029;
144;Wyndham;China;Changmaoling;85 Calypso Lane;28.791192;111.59717;43;false;true;Egypt;67499843624510940201112940663638458984890760832583107969043837012330151150383301 04804888733638343985936;81156160256243874416761337042215694604741979554244417818804308026518760357530051 83071587649012992522543;
145;Konrad;China;Geshan;50288 Bashford Circle;31.887402;115.440283;22;true;true;China;45823978126481875025945371949160754969102269960667607575712553880702754829172651 22072477466166559047605;79432209012715610968907271891383646098983902919997321393665501984200503819511776 04100898699390047470606;
146;Benny;China;Dongping;9 Randy Terrace;35.937102;116.470304;17;true;false;China;43232560997297628505015550291934499708115411284709415359970455012564150818619133 78494432634425919754918;74037377981151742898179684338612928617572741705739427295213522806910084616522742 21841240361526064182000;
147;Chery;Poland;Radziszów;60 Harper Terrace;49.9406828;19.7770123;29;false;false;Indonesia;99658199647273866639863564919247260281131446036319089773370412772343564167565829 48233605141139875640271;74669277782194327908175934705553230475346028641383595985459275639966661481493399 73458267323545811758801;
148;Tersina;Philippines;Pilar;0282 Meadow Valley Lane;14.5925105;121.0404991;34;false;true;Indonesia;93040713554188939046610887158316425572651812162599381333432895952121047928710522 55642344147891660203592;19678126682423724979051111278312275802925233062372155590342730814949848751011087 72527475601221349682621;
149;Brandais;Poland;Rogowo;91 Schlimgen Parkway;52.7251027;17.6532993;64;true;true;Indonesia;98704379808860809471958155976915073979137084400514369524921117675849731294057031 45807164358717707915130;11325774226394370638029403835703450918713258557458827398869371887888589960991918 51427033768793038570364;
