Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Trattoria alla Ruota,"via Proale 6, località Mazzano, Negrar, 37024","Negrar",€€,"Venetian, Modern Cuisine",10.9565875,45.5696135,+390457525605,https://guide.michelin.com/en/veneto/negrar/restaurant/trattoria-alla-ruota,,Bib Gourmand,0,"Air conditioning,Car park,Great view,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Don’t be misled by the word trattoria – this is an elegant restaurant offering superb views of the surrounding hills. The cuisine here is constantly changing, with a use of local produce which is transformed into imaginative and elaborate dishes."
Da Burde,"via Pistoiese 154, Florence, 50145","Florence",€,"Tuscan, Traditional Cuisine",11.1858068,43.7940341,+39055317206,https://guide.michelin.com/en/toscana/firenze/restaurant/da-burde,https://www.vinodaburde.com/,Bib Gourmand,0,"Air conditioning,Interesting wine list","Booking in advance is highly recommended at this traditional Tuscan restaurant (home to a grocer’s shop as well as a trattoria) which has a loyal and regular clientele. Most guests come here for the superb Fiorentina steak (cooked over the grill), as well as the classic soups and home-made pastas. The wine list is overseen by Andrea, an enthusiastic sommelier who enjoys organising themed wine-tasting evenings."
Locanda del Capitano & Tipico Osteria,"via Roma 7, Montone, 06014","Montone",€€,"Umbrian, Traditional Cuisine",12.3268121,43.3635471,+390759306521,https://guide.michelin.com/en/umbria/montone/restaurant/la-locanda-del-capitano,https://www.ilcapitano.com/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace","The Locanda del Capitano and the Tipico offer menus showcasing traditional Umbrian dishes (the former serves gourmet cuisine, while the latter offers a simpler menu). The wine list boasts over 400 labels, while the olive oil selection includes the best oils from the region. Our inspector particularly enjoyed the “maritozzo di mazzafegato” (a type of sausage bun) with escarole, caramelised onions and olives."
Da Marchesi,"Località Ca' Gianessi 7, Novafeltria, 47863","Novafeltria",€,Country cooking,12.2584081,43.8990174,+390541920148,https://guide.michelin.com/en/emilia-romagna/novafeltria/restaurant/del-turista-da-marchesi,https://www.damarchesi.com/,Bib Gourmand,0,"Car park,Terrace","Situated on a road that climbs through the Apennines between Romagna and the Marche, this small restaurant serves good, simple and traditional Romagna cuisine. The menu features home-made pasta and local meat dishes, as well as daily specials which focus on seasonal ingredients (don’t miss the “fossa” cheese from Perticara and the tortelloni with melted butter and truffles). One of our inspectors’ favourite trattorias!"
Le Antiche Sere,"via P. Micca 22, Lesina, 71010","Lesina",€€,"Apulian, Seafood",15.3543138,41.8653128,+390882991942,https://guide.michelin.com/en/puglia/lesina/restaurant/le-antiche-sere,https://www.leantichesere.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","A small restaurant overlooking the lake in Lesina, where everything revolves around the professionalism and experience of the owner - chef, who selects the best produce from the lake region, including fish and aromatic herbs, and even produces his own mullet roe. Regional flavours are to the fore here, with the occasional modern twist."
Osteria Piazzetta Cattedrale,"largo Arcidiacono Trinchera 7, Ostuni, 72017","Ostuni",€€,"Apulian, Modern Cuisine",17.578646,40.732876,+390831335026,https://guide.michelin.com/en/puglia/ostuni/restaurant/osteria-piazzetta-cattedrale,https://www.piazzettacattedrale.it/,Bib Gourmand,0,Air conditioning,"Run by a married couple with the wife in the kitchen and the husband front of house, this gem of a restaurant just a few metres from the cathedral stands out for its top - quality produce (mainly from Puglia), in dishes such as broad bean purée with seasonal vegetables. Other specialities include sformatino (a type of soufflé) with courgette flowers, spring onions and date purée; suckling pig with baked potato and wild greens; and warm sfogliatina pastry with vanilla cream."
Antica Osteria,"via Venezia 11, Ossana, 38026","Ossana",€€,"Regional Cuisine, Seasonal Cuisine",10.7370371,46.3072076,+390463751713,https://guide.michelin.com/en/trentino-alto-adige/ossana/restaurant/antica-osteria,https://ristoranteanticaosteria.it/,Bib Gourmand,0,,"A pleasant restaurant with three charming dining rooms, where the whole family pulls together with spectacular results. Delicious regional cuisine is to the fore, with dishes such as venison carpaccio with pineapple and raspberries on the menu."
La Cuccagna - Giro di Vite,"corso Umberto I 168, Crispiano, 74012","Crispiano",€€,Apulian,17.2287707,40.6040474,+39099616087,https://guide.michelin.com/en/puglia/crispiano/restaurant/la-cuccagna,https://www.lacuccagnagirodivite.com/,Bib Gourmand,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace","There are many reasons to visit this excellent family - run restaurant in the village centre, the most important of which is the food – fresh vegetables, delicious first courses (the fresh troccoli pasta with wild chicory, cherry tomatoes and broad beans is excellent) and carefully selected meat dishes (the father was once a butcher! ). Close attention is also paid to the wine, with more than 500 labels just waiting to be opened in the beautiful wine cellar."
Vecchio Porto,"lungomare Cenide 55, Villa San Giovanni, 89018","Villa San Giovanni",€,"Seafood, Contemporary",15.6360812,38.2306377,+390965700502,https://guide.michelin.com/en/calabria/villa-san-giovanni/restaurant/vecchio-porto,,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","Although travellers may know Villa San Giovanni for its ferry port to Sicily, fans of gourmet cuisine are familiar with the port as the home of the “Vecchio Porto”, one of the best restaurants in the region and one which boasts spectacular views of the Straits of Messina from its second-floor terrace. The menu features classic dishes including fish cooked on the grill and more imaginative options such as the raw antipasti (snapper flavoured with sea-urchin sauce, lumpfish roe, onion and diced cucumber). The remarkable quality of the fish is a constant theme here."
Le Miniere,"piazza Martiri 1944 4, Traversella, 10080","Traversella",€,"Piedmontese, Traditional Cuisine",7.7508274,45.5091669,+390125794006,https://guide.michelin.com/en/piemonte/traversella/restaurant/le-miniere,https://www.albergominiere.com/,Bib Gourmand,0,"Great view,Terrace,Wheelchair access","Situated on the main square of a charming village, this hotel-restaurant dates back to the late 19C and is run by the friendly Arsini family. The setting here is truly picturesque, thanks to the village’s location on a green and sunny ridge in the Val Chiusella, surrounded by cyclamen bushes and majestic birch and chestnut trees. Meanwhile, the Piedmontese dishes offer excellent value for money, with a focus on local ingredients and produce from the wider region. If you’re a fan of traditional cuisine, don’t miss the tripe alla campagnola with polenta taragna whipped with butter, while in season the roast cardo gobbo served with a delicious bagna cauda and truffle is a must. A stroll around the small village offers the perfect conclusion to your meal."
Locanda Cacciatori,"località Mistadello di Castione, Ponte dell'Olio, 29028","Ponte dell'Olio",€,"Emilian, Home Cooking",9.661281,44.8567768,+390523875105,https://guide.michelin.com/en/emilia-romagna/ponte-dell-olio/restaurant/locanda-cacciatori,https://www.locandacacciatori.com/,Bib Gourmand,0,"Air conditioning,Car park,Terrace","This authentic trattoria situated in the hills outside Piacenza is always popular for Sunday lunch but can also get busy on weekdays. The cuisine is typical of the region with dishes announced at your table. The atmosphere evokes that of a traditional, time-honoured restaurant perpetuated here by the expertise and passion of a friendly family that has been involved in the restaurant sector since the end of the Second World War. A welcoming outdoor area for summer dining completes the picture."
Osteria della Villetta,"via Marconi 104, Palazzolo sull'Oglio, 25036","Palazzolo sull'Oglio",€,"Lombardian, Traditional Cuisine",9.8940244,45.6026934,+390307401899,https://guide.michelin.com/en/lombardia/palazzolo-sull-oglio/restaurant/osteria-della-villetta,https://www.osteriadellavilletta.it/,Bib Gourmand,0,Terrace,"A bulwark of Brescian cuisine for over a century, this restaurant has Art Nouveau - style furnishings, a retro decor and an authentic family atmosphere. It serves delicious specialities such as lake fish, onion soup, tripe, meatballs and beef in olive oil."
Green T.,"via del Piè di Marmo 28, Rome, 00186","Rome",€€,"Chinese, Asian Contemporary",12.4792745,41.8976162,+39066798628,https://guide.michelin.com/en/lazio/roma/restaurant/green-t,https://www.green-tea.it/,Bib Gourmand,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","Not far from the Pantheon, this original restaurant arranged over four floors serves the type of fine Chinese cuisine which has graced official banquets in China ever since the time of Chairman Mao. The menu also features some surprisingly modern Asian dishes, making this restaurant a must for fans of Chinese cuisine!"
"Da Flavio e Fabrizio ""Al Teatro""","via della Vittoria 75, Mirano, 30035","Mirano",€,"Seafood, Venetian",12.1151308,45.4908586,+39041440645,https://guide.michelin.com/en/veneto/mirano/restaurant/da-flavio-e-fabrizio-al-teatro,https://www.ristorantedaflavioefabrizio.it/,Bib Gourmand,0,"Air conditioning,Terrace","Choose the ground floor for a quick meal and the first floor for a special dinner in this restaurant near the cinema - theatre. In both cases, the menu focuses on traditional fish dishes from the Veneto, such as black and white tagliolini with squid, scampi and courgettes. The honey semifreddo with caramel is the perfect way to round off your meal."
Trattoria Cibrèo - Il Cibrèino,"via dei Macci 122 r, Florence, 50122","Florence",€,"Country cooking, Traditional Cuisine",11.2664192,43.7712441,+390552341100,https://guide.michelin.com/en/toscana/firenze/restaurant/trattoria-cibreo-cibreino,https://www.cibreo.com/trattoria/,Bib Gourmand,0,Air conditioning,"This trattoria is named after the famous cibreo, a typical stew from Florence that Catherine of Medici was said to enjoy so much that she even attempted, unsuccessfully, to export it to France. It is often crowded, but there is no point in trying to book a table as they don’t take reservations. Roast rack of beef (gran pezzo) is one of the specialities."
La Chioccia d'Oro,"via Novi 2, loc. Pietra dei Correnti, bivio  Novi Velia, Vallo della Lucania, 84078","Vallo della Lucania",€,"Country cooking, Campanian",15.279882,40.2183495,+39097470004,https://guide.michelin.com/en/campania/vallo-della-lucania/restaurant/la-chioccia-d-oro,,Bib Gourmand,0,"Air conditioning,Car park,Terrace","For over 40 years, La Chioccia d'Oro has been renowned for its delicious, bountiful cuisine inspired by the Cilento region, including excellent pasta dishes (fresh and dried pasta served with tasty sauces) and equally delicious meat-based main courses. The ambience is decidedly unpretentious and the prices are some of the most reasonable you’ll find in Italy!"
